VerbatimTweet	CleanedTweet	Predicted	Actual
@robert7019 @itzamadhouse @skyler12388\r\ralso celebrate THEIR belief that Jesus is alive in hell, boiling in a pot of shit (actual shit)	\r\ralso celebrate belief jesus alive hell boiling pot shit actual shit	0.6424342	0.562
So fucking mad my blood boiling.	fucking mad blood boiling.	0.7405766	0.875
@1BearTruth standard bitter response .... how's it feel to be the small club in a big city	standard bitter response .... feel small club big city	0.46153477	0.396
I be trying to not stay playing madden and 2k 17 but its just so addictive ðŸ˜­ðŸ˜­	trying stay playing madden 2k 17 addictive ðÿ˜­ðÿ˜­	0.3830493	0.25
@AshitaNoJoe55 i m not a big fan of @mkatju , but what i found logical and right.. i support that... no offense to anyone	big fan found logical right.. support that... offense anyone	0.41241923	0.438
I am their fury. I am their patience. I am a conversation. ðŸ’™â¤ï¸âœ¨	fury. patience. conversation. ðÿ’™â¤ï¸âœ¨	0.34451663	0.312
Dude go out his way to irritate meðŸ™„ðŸ™„ that's why I go out my way to not give up any pussyðŸ™…ðŸ¾ðŸ…¿ï¸	dude go way irritate meðÿ™„ðÿ™„ go way give pussyðÿ™…ðÿ¾ðÿ…¿ï¸	0.37699905	0.604
@kylemuir17 @Ealvarezfight @danawhite @TheNotoriousMMA he'll defend his belt against aldo after its not that hard u grudge holding bitch	defend belt aldo hard u grudge holding bitch	0.5682915	0.708
@CallofDuty how do u guys determine teams? Cause I'm 80% on shitty teams when I play and I'm fuckin over it #cod 	u guys determine teams ? cause 80% shitty teams play fuckin cod	0.51196617	0.729
@CallofDuty how do u guys determine teams? Cause I'm 80% on shitty teams when I play and I'm fuckin over it #cod #rage	u guys determine teams ? cause 80% shitty teams play fuckin cod rage	0.5246916	0.604
Not by wrath does one kill, but by laughter.  Friedrich Nietzsche #friedrichnietzsche	wrath one kill laughter. friedrich nietzsche friedrichnietzsche	0.62514126	0.292
@ggreenwald What if the supposed animosity is all bullshit to con the Iranians?	supposed animosity bullshit con iranians ?	0.50640696	0.646
Will BYU's offense score 24+ vs WVU?	byu offense score 24+ vs wvu ?	0.36738503	0.125
Id love 2 c Gyimah in action but his coach is holding a grudge against him!	id love 2 c gyimah action coach holding grudge !	0.46920532	0.542
Forgiving means operating with God's spirit &amp; God isn't unforgiving &amp; doesn't hold a grudge. So who am I? Exactly.	forgiving means operating god spirit & god unforgiving & hold grudge. ? exactly.	0.49244213	0.25
i've got a lot of tokens saved up and i wanna spam the event song but my eyes sting im so tired	got lot tokens saved wanna spam event song eyes sting im tired	0.37922403	0.417
